Some messages have been moved to the Issues panel.
AgeVaxH35.js:871 Sat Jan 23 2021 11:34:36 GMT-0800 (Pacific Standard Time)
AgeVaxH35.js:872 CovidSIMVL Mode1 and Mod2 Hybrid 35d
AgeVaxH35.js:873 Mode 1 >13 and <36 is 75%
AgeVaxH35.js:874 Mode 2 >28 is 95%; >13 and <29 is 75%
AgeVaxH35.js:4457 exit covidSim
AgeVaxH35.js:23 getAsText File {name: "Popn1000.csv", lastModified: 1611021598000, lastModifiedDate: Mon Jan 18 2021 17:59:58 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 23944, …}
AgeVaxH35.js:32 File {name: "Popn1000.csv", lastModified: 1611021598000, lastModifiedDate: Mon Jan 18 2021 17:59:58 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 23944, …}
AgeVaxH35.js:23 getAsText File {name: "VL1ageGp2.csv", lastModified: 1611004274000, lastModifiedDate: Mon Jan 18 2021 13:11:14 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 65, …}
AgeVaxH35.js:32 File {name: "VL1ageGp2.csv", lastModified: 1611004274000, lastModifiedDate: Mon Jan 18 2021 13:11:14 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 65, …}
AgeVaxH35.js:1674 Red Days changed to 9.9
AgeVaxH35.js:1696 New Hazard Radius = 3
AgeVaxH35.js:1696 New Hazard Radius = 2
AgeVaxH35.js:2302 1I x:ageGp:fam 936:7:-1 by blue 150:2:-1 at gen15 Univ0 prob=0.815
AgeVaxH35.js:2302 2I x:ageGp:fam 862:6:-1 by blue 150:2:-1 at gen24 Univ0 prob=0.396
AgeVaxH35.js:2302 3I x:ageGp:fam 738:5:-1 by blue 150:2:-1 at gen45 Univ0 prob=0.218
AgeVaxH35.js:2302 4I x:ageGp:fam 385:3:-1 by red 150:2:-1 at gen84 Univ0 prob=0.528
AgeVaxH35.js:2302 5I x:ageGp:fam 704:5:-1 by yellow 385:3:-1 at gen86 Univ0 prob=0.746
AgeVaxH35.js:2302 5I x:ageGp:fam 886:6:-1 by blue 936:7:-1 at gen87 Univ0 prob=0.816
AgeVaxH35.js:2302 7I x:ageGp:fam 685:4:-1 by blue 936:7:-1 at gen96 Univ0 prob=0.633
AgeVaxH35.js:2302 7I x:ageGp:fam 399:3:-1 by yellow 738:5:-1 at gen97 Univ0 prob=0.154
AgeVaxH35.js:2302 7I x:ageGp:fam 541:4:-1 by blue 862:6:-1 at gen97 Univ0 prob=0.654
AgeVaxH35.js:2302 8I x:ageGp:fam 248:2:-1 by blue 862:6:-1 at gen98 Univ0 prob=0.259
AgeVaxH35.js:2302 11I x:ageGp:fam 206:2:-1 by red 150:2:-1 at gen110 Univ0 prob=0.135
AgeVaxH35.js:2302 11I x:ageGp:fam 111:1:-1 by yellow 206:2:-1 at gen111 Univ0 prob=0.123
AgeVaxH35.js:2302 13I x:ageGp:fam 440:3:-1 by blue 936:7:-1 at gen118 Univ0 prob=0.707
AgeVaxH35.js:2302 14I x:ageGp:fam 34:0:-1 by blue 936:7:-1 at gen120 Univ0 prob=0.210
AgeVaxH35.js:2302 15I x:ageGp:fam 663:4:-1 by blue 862:6:-1 at gen123 Univ0 prob=0.305
AgeVaxH35.js:2302 16I x:ageGp:fam 201:2:-1 by blue 886:6:-1 at gen136 Univ0 prob=0.991
AgeVaxH35.js:2302 16I x:ageGp:fam 942:7:-1 by blue 385:3:-1 at gen136 Univ0 prob=0.129
AgeVaxH35.js:2302 16I x:ageGp:fam 517:3:-1 by blue 862:6:-1 at gen137 Univ0 prob=0.246
AgeVaxH35.js:2302 19I x:ageGp:fam 113:1:-1 by blue 862:6:-1 at gen142 Univ0 prob=0.198
AgeVaxH35.js:2302 19I x:ageGp:fam 106:1:-1 by red 150:2:-1 at gen143 Univ0 prob=0.683
AgeVaxH35.js:2302 21I x:ageGp:fam 452:3:-1 by blue 248:2:-1 at gen148 Univ0 prob=0.270
AgeVaxH35.js:2302 22I x:ageGp:fam 359:3:-1 by blue 399:3:-1 at gen157 Univ0 prob=0.540
AgeVaxH35.js:2302 23I x:ageGp:fam 670:4:-1 by blue 385:3:-1 at gen159 Univ0 prob=0.496
AgeVaxH35.js:2302 23I x:ageGp:fam 778:5:-1 by blue 704:5:-1 at gen159 Univ0 prob=0.869
AgeVaxH35.js:2302 23I x:ageGp:fam 912:7:-1 by blue 704:5:-1 at gen160 Univ0 prob=0.214
AgeVaxH35.js:2302 26I x:ageGp:fam 529:3:-1 by blue 385:3:-1 at gen162 Univ0 prob=0.274
AgeVaxH35.js:2302 27I x:ageGp:fam 52:1:-1 by red 862:6:-1 at gen168 Univ0 prob=0.166
AgeVaxH35.js:2302 27I x:ageGp:fam 130:1:-1 by blue 248:2:-1 at gen168 Univ0 prob=0.850
AgeVaxH35.js:2302 29I x:ageGp:fam 381:3:-1 by blue 541:4:-1 at gen170 Univ0 prob=0.432
AgeVaxH35.js:2302 29I x:ageGp:fam 981:8:-1 by blue 399:3:-1 at gen170 Univ0 prob=0.835
AgeVaxH35.js:2302 31I x:ageGp:fam 607:4:-1 by blue 248:2:-1 at gen173 Univ0 prob=0.071
AgeVaxH35.js:2302 32I x:ageGp:fam 229:2:-1 by blue 685:4:-1 at gen175 Univ0 prob=0.423
AgeVaxH35.js:2302 32I x:ageGp:fam 949:8:-1 by blue 685:4:-1 at gen175 Univ0 prob=0.489
AgeVaxH35.js:2302 34I x:ageGp:fam 601:4:-1 by blue 399:3:-1 at gen181 Univ0 prob=0.487
AgeVaxH35.js:2302 35I x:ageGp:fam 915:7:-1 by red 862:6:-1 at gen184 Univ0 prob=0.209
AgeVaxH35.js:2302 36I x:ageGp:fam 577:4:-1 by blue 385:3:-1 at gen188 Univ0 prob=0.482
AgeVaxH35.js:2302 36I x:ageGp:fam 855:6:-1 by red 738:5:-1 at gen188 Univ0 prob=0.406
AgeVaxH35.js:2302 38I x:ageGp:fam 578:4:-1 by blue 206:2:-1 at gen191 Univ0 prob=0.205
AgeVaxH35.js:2302 38I x:ageGp:fam 152:2:-1 by yellow 578:4:-1 at gen192 Univ0 prob=0.723
AgeVaxH35.js:2302 38I x:ageGp:fam 611:4:-1 by blue 440:3:-1 at gen192 Univ0 prob=0.904
AgeVaxH35.js:2302 39I x:ageGp:fam 243:2:-1 by blue 517:3:-1 at gen193 Univ0 prob=0.527
AgeVaxH35.js:2302 41I x:ageGp:fam 645:4:-1 by blue 206:2:-1 at gen194 Univ0 prob=0.162
AgeVaxH35.js:2302 42I x:ageGp:fam 116:1:-1 by blue 248:2:-1 at gen195 Univ0 prob=0.780
AgeVaxH35.js:2302 42I x:ageGp:fam 443:3:-1 by blue 663:4:-1 at gen195 Univ0 prob=0.695
AgeVaxH35.js:2302 42I x:ageGp:fam 797:5:-1 by red 862:6:-1 at gen195 Univ0 prob=0.618
AgeVaxH35.js:2302 46I x:ageGp:fam 408:3:-1 by blue 111:1:-1 at gen200 Univ0 prob=0.799
AgeVaxH35.js:2302 46I x:ageGp:fam 851:6:-1 by blue 201:2:-1 at gen201 Univ0 prob=0.180
AgeVaxH35.js:2302 48I x:ageGp:fam 727:5:-1 by blue 111:1:-1 at gen204 Univ0 prob=0.701
AgeVaxH35.js:2302 49I x:ageGp:fam 463:3:-1 by blue 452:3:-1 at gen206 Univ0 prob=0.556
AgeVaxH35.js:2302 49I x:ageGp:fam 279:2:-1 by red 385:3:-1 at gen207 Univ0 prob=0.410
AgeVaxH35.js:2302 49I x:ageGp:fam 528:3:-1 by red 738:5:-1 at gen207 Univ0 prob=0.980
AgeVaxH35.js:2302 49I x:ageGp:fam 816:5:-1 by green 528:3:-1 at gen207 Univ0 prob=0.496
AgeVaxH35.js:2302 49I x:ageGp:fam 816:5:-1 by red 738:5:-1 at gen207 Univ0 prob=0.466
AgeVaxH35.js:2302 50I x:ageGp:fam 819:5:-1 by blue 440:3:-1 at gen208 Univ0 prob=0.338
AgeVaxH35.js:2302 54I x:ageGp:fam 414:3:-1 by blue 34:0:-1 at gen213 Univ0 prob=0.117
AgeVaxH35.js:2302 54I x:ageGp:fam 700:5:-1 by blue 34:0:-1 at gen213 Univ0 prob=0.788
AgeVaxH35.js:2302 54I x:ageGp:fam 395:3:-1 by yellow 414:3:-1 at gen214 Univ0 prob=0.999
AgeVaxH35.js:2302 57I x:ageGp:fam 235:2:-1 by red 936:7:-1 at gen217 Univ0 prob=0.662
AgeVaxH35.js:2302 58I x:ageGp:fam 299:2:-1 by blue 541:4:-1 at gen220 Univ0 prob=0.592
AgeVaxH35.js:2302 58I x:ageGp:fam 159:2:-1 by red 685:4:-1 at gen221 Univ0 prob=0.891
AgeVaxH35.js:2302 60I x:ageGp:fam 841:6:-1 by blue 34:0:-1 at gen223 Univ0 prob=1.000
AgeVaxH35.js:2302 60I x:ageGp:fam 653:4:-1 by blue 52:1:-1 at gen224 Univ0 prob=0.345
