Some messages have been moved to the Issues panel.
AgeVaxH35.js:871 Sat Jan 23 2021 12:18:38 GMT-0800 (Pacific Standard Time)
AgeVaxH35.js:872 CovidSIMVL Mode1 and Mod2 Hybrid 35d
AgeVaxH35.js:873 Mode 1 >13 and <36 is 75%
AgeVaxH35.js:874 Mode 2 >28 is 95%; >13 and <29 is 75%
AgeVaxH35.js:4457 exit covidSim
AgeVaxH35.js:23 getAsText File {name: "Popn1000.csv", lastModified: 1611430642000, lastModifiedDate: Sat Jan 23 2021 11:37:22 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 23944, …}
AgeVaxH35.js:32 File {name: "Popn1000.csv", lastModified: 1611430642000, lastModifiedDate: Sat Jan 23 2021 11:37:22 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 23944, …}
AgeVaxH35.js:23 getAsText File {name: "VL1ageGp2.csv", lastModified: 1611004274000, lastModifiedDate: Mon Jan 18 2021 13:11:14 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 65, …}
AgeVaxH35.js:32 File {name: "VL1ageGp2.csv", lastModified: 1611004274000, lastModifiedDate: Mon Jan 18 2021 13:11:14 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 65, …}
AgeVaxH35.js:2302 0I x:ageGp:fam 616:4:-1 by green 150:2:-1 at gen0 Univ0 prob=0.909
AgeVaxH35.js:2302 0I x:ageGp:fam 990:9:-1 by green 150:2:-1 at gen0 Univ0 prob=0.719
AgeVaxH35.js:1674 Red Days changed to 9.9
AgeVaxH35.js:1696 New Hazard Radius = 2.2
AgeVaxH35.js:2302 3I x:ageGp:fam 845:6:-1 by blue 150:2:-1 at gen29 Univ0 prob=0.991
AgeVaxH35.js:2302 4I x:ageGp:fam 786:5:-1 by blue 616:4:-1 at gen57 Univ0 prob=0.378
AgeVaxH35.js:2302 4I x:ageGp:fam 936:7:-1 by red 150:2:-1 at gen58 Univ0 prob=0.264
AgeVaxH35.js:2302 6I x:ageGp:fam 253:2:-1 by red 150:2:-1 at gen62 Univ0 prob=0.997
AgeVaxH35.js:2302 7I x:ageGp:fam 649:4:-1 by blue 990:9:-1 at gen74 Univ0 prob=0.885
AgeVaxH35.js:2302 8I x:ageGp:fam 833:6:-1 by red 150:2:-1 at gen81 Univ0 prob=0.947
AgeVaxH35.js:2302 8I x:ageGp:fam 445:3:-1 by blue 990:9:-1 at gen81 Univ0 prob=0.765
AgeVaxH35.js:2302 8I x:ageGp:fam 507:3:-1 by blue 990:9:-1 at gen81 Univ0 prob=0.948
AgeVaxH35.js:2302 11I x:ageGp:fam 639:4:-1 by yellow 445:3:-1 at gen83 Univ0 prob=0.998
AgeVaxH35.js:2302 11I x:ageGp:fam 331:2:-1 by blue 845:6:-1 at gen84 Univ0 prob=0.032
AgeVaxH35.js:2302 13I x:ageGp:fam 876:6:-1 by yellow 445:3:-1 at gen86 Univ0 prob=0.088
AgeVaxH35.js:2302 14I x:ageGp:fam 76:1:-1 by red 150:2:-1 at gen89 Univ0 prob=0.784
AgeVaxH35.js:2302 14I x:ageGp:fam 697:5:-1 by red 150:2:-1 at gen89 Univ0 prob=0.811
AgeVaxH35.js:2302 16I x:ageGp:fam 261:2:-1 by yellow 697:5:-1 at gen97 Univ0 prob=0.554
AgeVaxH35.js:2302 17I x:ageGp:fam 124:1:-1 by blue 616:4:-1 at gen107 Univ0 prob=0.352
AgeVaxH35.js:2302 18I x:ageGp:fam 884:6:-1 by blue 845:6:-1 at gen111 Univ0 prob=0.755
AgeVaxH35.js:2302 19I x:ageGp:fam 871:6:-1 by blue 990:9:-1 at gen116 Univ0 prob=0.537
AgeVaxH35.js:2302 20I x:ageGp:fam 247:2:-1 by red 990:9:-1 at gen120 Univ0 prob=0.453
AgeVaxH35.js:2302 21I x:ageGp:fam 141:2:-1 by red 990:9:-1 at gen123 Univ0 prob=0.758
AgeVaxH35.js:2302 21I x:ageGp:fam 886:6:-1 by blue 936:7:-1 at gen123 Univ0 prob=0.345
AgeVaxH35.js:2302 23I x:ageGp:fam 105:1:-1 by red 150:2:-1 at gen127 Univ0 prob=0.749
AgeVaxH35.js:2302 24I x:ageGp:fam 923:7:-1 by blue 936:7:-1 at gen129 Univ0 prob=0.263
AgeVaxH35.js:2302 25I x:ageGp:fam 912:7:-1 by blue 786:5:-1 at gen131 Univ0 prob=0.304
AgeVaxH35.js:2302 26I x:ageGp:fam 430:3:-1 by blue 786:5:-1 at gen134 Univ0 prob=0.782
AgeVaxH35.js:2302 26I x:ageGp:fam 668:4:-1 by blue 445:3:-1 at gen134 Univ0 prob=0.203
AgeVaxH35.js:2302 26I x:ageGp:fam 800:5:-1 by blue 445:3:-1 at gen134 Univ0 prob=0.501
AgeVaxH35.js:2302 26I x:ageGp:fam 98:1:-1 by blue 253:2:-1 at gen135 Univ0 prob=0.208
AgeVaxH35.js:2302 30I x:ageGp:fam 384:3:-1 by blue 639:4:-1 at gen137 Univ0 prob=0.238
AgeVaxH35.js:2302 30I x:ageGp:fam 403:3:-1 by blue 936:7:-1 at gen138 Univ0 prob=0.217
AgeVaxH35.js:2302 30I x:ageGp:fam 816:5:-1 by blue 445:3:-1 at gen138 Univ0 prob=0.389
AgeVaxH35.js:2302 30I x:ageGp:fam 634:4:-1 by blue 786:5:-1 at gen138 Univ0 prob=0.502
AgeVaxH35.js:2302 31I x:ageGp:fam 497:3:-1 by blue 936:7:-1 at gen139 Univ0 prob=0.344
AgeVaxH35.js:2302 31I x:ageGp:fam 998:9:-1 by green 497:3:-1 at gen139 Univ0 prob=0.380
AgeVaxH35.js:2302 36I x:ageGp:fam 284:2:-1 by yellow 403:3:-1 at gen141 Univ0 prob=0.663
AgeVaxH35.js:2302 36I x:ageGp:fam 300:2:-1 by yellow 998:9:-1 at gen142 Univ0 prob=0.470
AgeVaxH35.js:2302 36I x:ageGp:fam 372:3:-1 by red 616:4:-1 at gen142 Univ0 prob=0.145
AgeVaxH35.js:2302 39I x:ageGp:fam 85:1:-1 by blue 76:1:-1 at gen148 Univ0 prob=0.137
AgeVaxH35.js:2302 39I x:ageGp:fam 481:3:-1 by blue 76:1:-1 at gen148 Univ0 prob=0.611
AgeVaxH35.js:2302 41I x:ageGp:fam 776:5:-1 by blue 936:7:-1 at gen150 Univ0 prob=0.539
AgeVaxH35.js:2302 42I x:ageGp:fam 974:8:-1 by blue 76:1:-1 at gen153 Univ0 prob=0.863
AgeVaxH35.js:2302 42I x:ageGp:fam 879:6:-1 by blue 261:2:-1 at gen154 Univ0 prob=0.897
AgeVaxH35.js:2302 44I x:ageGp:fam 409:3:-1 by blue 833:6:-1 at gen158 Univ0 prob=0.094
AgeVaxH35.js:2302 44I x:ageGp:fam 294:2:-1 by blue 786:5:-1 at gen159 Univ0 prob=0.764
AgeVaxH35.js:2302 44I x:ageGp:fam 294:2:-1 by blue 876:6:-1 at gen159 Univ0 prob=0.015
AgeVaxH35.js:2302 45I x:ageGp:fam 391:3:-1 by blue 786:5:-1 at gen160 Univ0 prob=0.303
AgeVaxH35.js:2302 45I x:ageGp:fam 392:3:-1 by blue 876:6:-1 at gen160 Univ0 prob=0.073
AgeVaxH35.js:2302 46I x:ageGp:fam 404:3:-1 by blue 697:5:-1 at gen161 Univ0 prob=0.672
AgeVaxH35.js:2302 49I x:ageGp:fam 491:3:-1 by blue 76:1:-1 at gen164 Univ0 prob=0.890
AgeVaxH35.js:2302 50I x:ageGp:fam 801:5:-1 by red 845:6:-1 at gen167 Univ0 prob=0.011
AgeVaxH35.js:2302 50I x:ageGp:fam 267:2:-1 by blue 639:4:-1 at gen168 Univ0 prob=0.772
AgeVaxH35.js:2302 52I x:ageGp:fam 321:2:-1 by blue 247:2:-1 at gen171 Univ0 prob=0.170
AgeVaxH35.js:2302 52I x:ageGp:fam 400:3:-1 by blue 936:7:-1 at gen171 Univ0 prob=0.877
