Some messages have been moved to the Issues panel.
AgeVaxH35.js:871 Sat Jan 23 2021 13:14:35 GMT-0800 (Pacific Standard Time)
AgeVaxH35.js:872 CovidSIMVL Mode1 and Mod2 Hybrid 35d
AgeVaxH35.js:873 Mode 1 >13 and <36 is 75%
AgeVaxH35.js:874 Mode 2 >28 is 95%; >13 and <29 is 75%
AgeVaxH35.js:4457 exit covidSim
AgeVaxH35.js:23 getAsText File {name: "Popn1000.csv", lastModified: 1611430642000, lastModifiedDate: Sat Jan 23 2021 11:37:22 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 23944, …}
AgeVaxH35.js:32 File {name: "Popn1000.csv", lastModified: 1611430642000, lastModifiedDate: Sat Jan 23 2021 11:37:22 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 23944, …}
AgeVaxH35.js:23 getAsText File {name: "VL1ageGp2.csv", lastModified: 1611004274000, lastModifiedDate: Mon Jan 18 2021 13:11:14 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 65, …}
AgeVaxH35.js:32 File {name: "VL1ageGp2.csv", lastModified: 1611004274000, lastModifiedDate: Mon Jan 18 2021 13:11:14 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 65, …}
AgeVaxH35.js:1674 Red Days changed to 8.2
AgeVaxH35.js:1696 New Hazard Radius = 2.1
AgeVaxH35.js:1710 new Mingle Factor = 0.95
AgeVaxH35.js:2302 1I x:ageGp:fam 611:4:-1 by blue 150:2:-1 at gen32 Univ0 prob=0.416
AgeVaxH35.js:2302 2I x:ageGp:fam 574:4:-1 by red 150:2:-1 at gen60 Univ0 prob=0.162
AgeVaxH35.js:2302 3I x:ageGp:fam 881:6:-1 by red 150:2:-1 at gen83 Univ0 prob=0.192
AgeVaxH35.js:2302 4I x:ageGp:fam 195:2:-1 by red 150:2:-1 at gen119 Univ0 prob=0.423
AgeVaxH35.js:2302 5I x:ageGp:fam 3:0:-1 by blue 881:6:-1 at gen138 Univ0 prob=0.463
AgeVaxH35.js:2302 6I x:ageGp:fam 173:2:-1 by blue 574:4:-1 at gen150 Univ0 prob=0.077
AgeVaxH35.js:2302 7I x:ageGp:fam 648:4:-1 by yellow 173:2:-1 at gen152 Univ0 prob=0.115
AgeVaxH35.js:2302 8I x:ageGp:fam 549:4:-1 by blue 574:4:-1 at gen154 Univ0 prob=0.296
AgeVaxH35.js:2302 8I x:ageGp:fam 425:3:-1 by yellow 549:4:-1 at gen155 Univ0 prob=0.221
AgeVaxH35.js:2302 10I x:ageGp:fam 652:4:-1 by red 611:4:-1 at gen163 Univ0 prob=0.534
AgeVaxH35.js:2302 11I x:ageGp:fam 590:4:-1 by red 611:4:-1 at gen165 Univ0 prob=0.615
AgeVaxH35.js:2302 11I x:ageGp:fam 465:3:-1 by blue 881:6:-1 at gen166 Univ0 prob=0.041
AgeVaxH35.js:2302 13I x:ageGp:fam 118:1:-1 by red 611:4:-1 at gen170 Univ0 prob=0.866
AgeVaxH35.js:2302 14I x:ageGp:fam 442:3:-1 by blue 574:4:-1 at gen177 Univ0 prob=0.170
AgeVaxH35.js:2302 14I x:ageGp:fam 661:4:-1 by green 442:3:-1 at gen177 Univ0 prob=0.674
AgeVaxH35.js:2302 14I x:ageGp:fam 819:5:-1 by green 442:3:-1 at gen177 Univ0 prob=0.695
AgeVaxH35.js:2302 14I x:ageGp:fam 661:4:-1 by blue 574:4:-1 at gen177 Univ0 prob=0.052
AgeVaxH35.js:2302 17I x:ageGp:fam 981:8:-1 by blue 195:2:-1 at gen196 Univ0 prob=0.777
AgeVaxH35.js:2302 18I x:ageGp:fam 634:4:-1 by blue 3:0:-1 at gen201 Univ0 prob=0.767
AgeVaxH35.js:2302 19I x:ageGp:fam 235:2:-1 by red 574:4:-1 at gen212 Univ0 prob=0.963
AgeVaxH35.js:2302 20I x:ageGp:fam 423:3:-1 by yellow 652:4:-1 at gen215 Univ0 prob=0.513
AgeVaxH35.js:2302 21I x:ageGp:fam 989:9:-1 by blue 173:2:-1 at gen218 Univ0 prob=0.426
AgeVaxH35.js:2302 22I x:ageGp:fam 254:2:-1 by red 881:6:-1 at gen222 Univ0 prob=0.553
AgeVaxH35.js:2302 23I x:ageGp:fam 323:2:-1 by blue 118:1:-1 at gen226 Univ0 prob=0.435
AgeVaxH35.js:2302 23I x:ageGp:fam 401:3:-1 by blue 590:4:-1 at gen226 Univ0 prob=0.580
AgeVaxH35.js:2302 23I x:ageGp:fam 795:5:-1 by blue 590:4:-1 at gen226 Univ0 prob=0.816
AgeVaxH35.js:2302 23I x:ageGp:fam 925:7:-1 by blue 590:4:-1 at gen226 Univ0 prob=0.863
AgeVaxH35.js:2302 27I x:ageGp:fam 700:5:-1 by blue 549:4:-1 at gen231 Univ0 prob=0.948
AgeVaxH35.js:2302 28I x:ageGp:fam 715:5:-1 by blue 549:4:-1 at gen233 Univ0 prob=0.505
AgeVaxH35.js:2302 29I x:ageGp:fam 271:2:-1 by blue 590:4:-1 at gen238 Univ0 prob=0.262
AgeVaxH35.js:2302 29I x:ageGp:fam 911:7:-1 by blue 590:4:-1 at gen239 Univ0 prob=0.544
AgeVaxH35.js:2302 31I x:ageGp:fam 70:1:-1 by blue 118:1:-1 at gen243 Univ0 prob=0.235
AgeVaxH35.js:2302 31I x:ageGp:fam 73:1:-1 by blue 118:1:-1 at gen243 Univ0 prob=0.091
AgeVaxH35.js:2302 33I x:ageGp:fam 397:3:-1 by blue 173:2:-1 at gen250 Univ0 prob=0.892
AgeVaxH35.js:2302 33I x:ageGp:fam 257:2:-1 by red 195:2:-1 at gen251 Univ0 prob=0.288
AgeVaxH35.js:2302 35I x:ageGp:fam 493:3:-1 by blue 981:8:-1 at gen253 Univ0 prob=0.772
AgeVaxH35.js:2302 36I x:ageGp:fam 877:6:-1 by blue 118:1:-1 at gen259 Univ0 prob=0.457
AgeVaxH35.js:2302 37I x:ageGp:fam 599:4:-1 by blue 661:4:-1 at gen263 Univ0 prob=0.095
AgeVaxH35.js:2302 38I x:ageGp:fam 742:5:-1 by red 881:6:-1 at gen265 Univ0 prob=0.896
AgeVaxH35.js:2302 39I x:ageGp:fam 686:4:-1 by red 881:6:-1 at gen267 Univ0 prob=0.191
AgeVaxH35.js:2302 40I x:ageGp:fam 495:3:-1 by blue 661:4:-1 at gen272 Univ0 prob=0.676
AgeVaxH35.js:2302 40I x:ageGp:fam 735:5:-1 by blue 661:4:-1 at gen273 Univ0 prob=0.716
AgeVaxH35.js:2302 42I x:ageGp:fam 72:1:-1 by blue 465:3:-1 at gen275 Univ0 prob=0.570
AgeVaxH35.js:2302 42I x:ageGp:fam 642:4:-1 by red 3:0:-1 at gen276 Univ0 prob=0.801
AgeVaxH35.js:2302 44I x:ageGp:fam 15:0:-1 by red 425:3:-1 at gen281 Univ0 prob=0.816
AgeVaxH35.js:2302 44I x:ageGp:fam 522:3:-1 by blue 925:7:-1 at gen281 Univ0 prob=0.879
AgeVaxH35.js:2302 44I x:ageGp:fam 910:7:-1 by red 173:2:-1 at gen282 Univ0 prob=0.281
AgeVaxH35.js:2302 47I x:ageGp:fam 585:4:-1 by red 425:3:-1 at gen284 Univ0 prob=0.245
AgeVaxH35.js:2302 48I x:ageGp:fam 521:3:-1 by blue 989:9:-1 at gen286 Univ0 prob=0.423
AgeVaxH35.js:2302 49I x:ageGp:fam 122:1:-1 by red 652:4:-1 at gen288 Univ0 prob=0.985
AgeVaxH35.js:2302 49I x:ageGp:fam 88:1:-1 by red 648:4:-1 at gen289 Univ0 prob=0.443
AgeVaxH35.js:2302 49I x:ageGp:fam 351:2:-1 by blue 925:7:-1 at gen289 Univ0 prob=0.505
AgeVaxH35.js:2302 49I x:ageGp:fam 471:3:-1 by blue 423:3:-1 at gen289 Univ0 prob=0.932
AgeVaxH35.js:2302 53I x:ageGp:fam 24:0:-1 by blue 235:2:-1 at gen292 Univ0 prob=0.479
