Some messages have been moved to the Issues panel.
AgeVaxH35.js:871 Sat Jan 23 2021 23:15:48 GMT-0800 (Pacific Standard Time)
AgeVaxH35.js:872 CovidSIMVL Mode1 and Mod2 Hybrid 35d
AgeVaxH35.js:873 Mode 1 >13 and <36 is 75%
AgeVaxH35.js:874 Mode 2 >28 is 95%; >13 and <29 is 75%
AgeVaxH35.js:4464 exit covidSim
AgeVaxH35.js:23 getAsText File {name: "Popn1000.csv", lastModified: 1611430642000, lastModifiedDate: Sat Jan 23 2021 11:37:22 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 23944, …}
AgeVaxH35.js:32 File {name: "Popn1000.csv", lastModified: 1611430642000, lastModifiedDate: Sat Jan 23 2021 11:37:22 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 23944, …}
AgeVaxH35.js:23 getAsText File {name: "VL1ageGp2.csv", lastModified: 1611004274000, lastModifiedDate: Mon Jan 18 2021 13:11:14 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 65, …}
AgeVaxH35.js:32 File {name: "VL1ageGp2.csv", lastModified: 1611004274000, lastModifiedDate: Mon Jan 18 2021 13:11:14 GMT-0800 (Pacific Standard Time), webkitRelativePath: "", size: 65, …}
AgeVaxH35.js:1675 Red Days changed to 8.2
AgeVaxH35.js:1697 New Hazard Radius = 2.1
AgeVaxH35.js:1711 new Mingle Factor = 0.95
AgeVaxH35.js:2305 1I x:ageGp:fam 812:5:-1 by blue 150:2:-1 at gen12 Univ0 prob=0.518
AgeVaxH35.js:2305 2I x:ageGp:fam 502:3:-1 by blue 150:2:-1 at gen25 Univ0 prob=0.448
AgeVaxH35.js:2305 3I x:ageGp:fam 805:5:-1 by blue 150:2:-1 at gen41 Univ0 prob=0.187
AgeVaxH35.js:2305 4I x:ageGp:fam 648:4:-1 by red 150:2:-1 at gen54 Univ0 prob=0.937
AgeVaxH35.js:2305 5I x:ageGp:fam 180:2:-1 by red 150:2:-1 at gen83 Univ0 prob=0.421
AgeVaxH35.js:2305 6I x:ageGp:fam 410:3:-1 by blue 805:5:-1 at gen100 Univ0 prob=0.194
AgeVaxH35.js:2305 6I x:ageGp:fam 573:4:-1 by blue 812:5:-1 at gen100 Univ0 prob=0.190
AgeVaxH35.js:2305 8I x:ageGp:fam 637:4:-1 by red 150:2:-1 at gen111 Univ0 prob=0.569
AgeVaxH35.js:2305 9I x:ageGp:fam 900:6:-1 by blue 648:4:-1 at gen115 Univ0 prob=0.219
AgeVaxH35.js:2305 10I x:ageGp:fam 429:3:-1 by blue 502:3:-1 at gen117 Univ0 prob=0.681
AgeVaxH35.js:2305 10I x:ageGp:fam 827:6:-1 by blue 648:4:-1 at gen117 Univ0 prob=0.430
AgeVaxH35.js:2305 12I x:ageGp:fam 171:2:-1 by blue 805:5:-1 at gen121 Univ0 prob=0.261
AgeVaxH35.js:2305 13I x:ageGp:fam 794:5:-1 by blue 812:5:-1 at gen128 Univ0 prob=0.386
AgeVaxH35.js:2305 14I x:ageGp:fam 87:1:-1 by blue 180:2:-1 at gen132 Univ0 prob=0.224
AgeVaxH35.js:2305 15I x:ageGp:fam 836:6:-1 by blue 648:4:-1 at gen136 Univ0 prob=0.551
AgeVaxH35.js:2305 15I x:ageGp:fam 355:2:-1 by yellow 836:6:-1 at gen137 Univ0 prob=0.309
AgeVaxH35.js:2305 15I x:ageGp:fam 797:5:-1 by blue 648:4:-1 at gen137 Univ0 prob=0.386
AgeVaxH35.js:2305 18I x:ageGp:fam 849:6:-1 by red 502:3:-1 at gen143 Univ0 prob=0.098
AgeVaxH35.js:2305 19I x:ageGp:fam 474:3:-1 by red 502:3:-1 at gen146 Univ0 prob=0.878
AgeVaxH35.js:2305 20I x:ageGp:fam 740:5:-1 by yellow 410:3:-1 at gen151 Univ0 prob=0.894
AgeVaxH35.js:2305 21I x:ageGp:fam 730:5:-1 by blue 410:3:-1 at gen155 Univ0 prob=0.114
AgeVaxH35.js:2305 21I x:ageGp:fam 817:5:-1 by blue 180:2:-1 at gen156 Univ0 prob=0.831
AgeVaxH35.js:2305 21I x:ageGp:fam 338:2:-1 by blue 648:4:-1 at gen156 Univ0 prob=0.979
AgeVaxH35.js:2305 24I x:ageGp:fam 617:4:-1 by red 502:3:-1 at gen161 Univ0 prob=0.458
AgeVaxH35.js:2305 25I x:ageGp:fam 168:2:-1 by blue 410:3:-1 at gen163 Univ0 prob=0.886
AgeVaxH35.js:2305 25I x:ageGp:fam 115:1:-1 by blue 180:2:-1 at gen164 Univ0 prob=0.426
AgeVaxH35.js:2305 25I x:ageGp:fam 175:2:-1 by yellow 617:4:-1 at gen164 Univ0 prob=0.826
AgeVaxH35.js:2305 25I x:ageGp:fam 514:3:-1 by yellow 900:6:-1 at gen164 Univ0 prob=0.395
AgeVaxH35.js:2305 29I x:ageGp:fam 419:3:-1 by yellow 429:3:-1 at gen166 Univ0 prob=0.934
AgeVaxH35.js:2305 30I x:ageGp:fam 683:4:-1 by red 502:3:-1 at gen169 Univ0 prob=0.695
AgeVaxH35.js:2305 30I x:ageGp:fam 504:3:-1 by red 805:5:-1 at gen170 Univ0 prob=0.763
AgeVaxH35.js:2305 32I x:ageGp:fam 329:2:-1 by blue 573:4:-1 at gen174 Univ0 prob=0.608
AgeVaxH35.js:2305 32I x:ageGp:fam 48:1:-1 by blue 410:3:-1 at gen175 Univ0 prob=0.129
AgeVaxH35.js:2305 33I x:ageGp:fam 946:7:-1 by blue 171:2:-1 at gen176 Univ0 prob=0.203
AgeVaxH35.js:2305 35I x:ageGp:fam 379:3:-1 by blue 171:2:-1 at gen180 Univ0 prob=0.674
AgeVaxH35.js:2305 35I x:ageGp:fam 285:2:-1 by red 648:4:-1 at gen181 Univ0 prob=0.543
